Date : 2022-05-10 14:42:42
Directory : c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis
Total : 205 files,  531588 codes, 18256 comments, 116866 blanks, all 666710 lines

Languages
+------------------+------------+------------+------------+------------+------------+
| language         | files      | code       | comment    | blank      | total      |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\markdown\markdown.js       | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\msdax\msdax.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\objective-c\objective-c.js | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\php\php.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\postiats\postiats.js       | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\powershell\powershell.js   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\pug\pug.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\python\python.js           | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\r\r.js                     | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\razor\razor.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\redis\redis.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\redshift\redshift.js       | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\ruby\ruby.js               | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\rust\rust.js               | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sb\sb.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scheme\scheme.js           | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\scss\scss.js               | JavaScript       |          6 |          6 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\shell\shell.js             | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\solidity\solidity.js       | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\sql\sql.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\st\st.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\swift\swift.js             | JavaScript       |          4 |          9 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\typescript\typescript.js   | JavaScript       |          2 |          9 |          0 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\vb\vb.js                   | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\xml\xml.js                 | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\basic-languages\yaml\yaml.js               | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.css                     | CSS              |          1 |          5 |          0 |          6 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.js                      | JavaScript       |        665 |         54 |         86 |        805 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.js                  | JavaScript       |         20 |          6 |          1 |         27 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\editor\editor.main.nls.zh-cn.js            | JavaScript       |         22 |          6 |          1 |         29 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssMode.js                    | JavaScript       |          7 |          6 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\css\cssWorker.js                  | JavaScript       |         38 |          6 |         20 |         64 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlMode.js                  | JavaScript       |          7 |          6 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\html\htmlWorker.js                | JavaScript       |        257 |          6 |        191 |        454 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonMode.js                  | JavaScript       |          9 |          6 |          1 |         16 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\json\jsonWorker.js                | JavaScript       |         27 |          6 |          4 |         37 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsMode.js              | JavaScript       |         11 |          6 |          4 |         21 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\language\typescript\tsWorker.js            | JavaScript       |     20,780 |      9,667 |      3,524 |     33,971 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\monaco-editor\min\vs\loader.js                                  | JavaScript       |          4 |          6 |          1 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\thirds\mpegts.js\mpegts.js                                             | JavaScript       |          2 |          7 |          0 |          9 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\amis\tinymce.js                                                             | JavaScript       |        114 |          0 |          0 |        114 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\404.css                                                                 | CSS              |         54 |          2 |          9 |         65 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\base.css                                                                | CSS              |        223 |         25 |         40 |        288 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\form.css                                                                | CSS              |        130 |          8 |         28 |        166 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\iconfont.css                                                            | CSS              |        447 |          0 |        147 |        594 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\css\login.css                                                               | CSS              |         70 |          2 |          7 |         79 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\README.md                                                                | Markdown         |          2 |          0 |          1 |          3 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\account.js                                                               | JavaScript       |        374 |         15 |          1 |        390 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\admin.js                                                                 | JavaScript       |        283 |         23 |          3 |        309 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\announcement.js                                                          | JavaScript       |        347 |         40 |          3 |        390 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\canvas-particle.js                                                       | JavaScript       |        141 |         17 |         10 |        168 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\class.js                                                                 | JavaScript       |        342 |         29 |          7 |        378 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\department.js                                                            | JavaScript       |        222 |         22 |          3 |        247 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\index.js                                                                 | JavaScript       |         12 |         24 |          1 |         37 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\jquery.js                                                                | JavaScript       |          1 |         13 |          1 |         15 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\login.js                                                                 | JavaScript       |         60 |         15 |          7 |         82 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\main.js                                                                  | JavaScript       |      3,286 |        164 |         30 |      3,480 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\score.js                                                                 | JavaScript       |        375 |         28 |          5 |        408 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\student.js                                                               | JavaScript       |        602 |         49 |          3 |        654 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\teacher.js                                                               | JavaScript       |        530 |         32 |          2 |        564 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\static\js\type.js                                                                  | JavaScript       |        199 |         22 |          2 |        223 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\404.html                                                                 | HTML             |         42 |         11 |          5 |         58 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\account.html                                                             | HTML             |          1 |         11 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\admin.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\announcement.html                                                        | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\base.html                                                                | HTML             |        397 |         28 |          7 |        432 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\department.html                                                          | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\index.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\login.html                                                               | HTML             |         90 |         11 |          1 |        102 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookannouncement.html                                                    | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookclass.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\lookscore.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\myclass.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\score.html                                                               | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\student.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\teacher.html                                                             | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\test.html                                                                | HTML             |          1 |         11 |          1 |         13 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\type_crud.html                                                           | HTML             |          2 |         11 |          1 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\App\templates\users.html                                                               | HTML             |        345 |         11 |         12 |        368 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\DataBase.sql                                                                           | SQL              |        109 |          2 |         13 |        124 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\Database.py                                                                            | Python           |        715 |         29 |         46 |        790 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\Dockerfile                                                                             | Docker           |          7 |          8 |          2 |         17 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\requirements.txt                                                                       | pip requirements |         43 |          0 |          0 |         43 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\run.py                                                                                 | Python           |          4 |         15 |          3 |         22 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\test.py                                                                                | Python           |         52 |         14 |          3 |         69 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_admin.sql                                                                 | SQL              |         39 |          0 |          6 |         45 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_announcement.sql                                                          | SQL              |         50 |          0 |          7 |         57 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_class.sql                                                                 | SQL              |         62 |          0 |          8 |         70 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_department.sql                                                            | SQL              |         44 |          0 |          5 |         49 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_score.sql                                                                 | SQL              |        219 |          0 |          7 |        226 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_student.sql                                                               | SQL              |        669 |          0 |         16 |        685 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_teacher.sql                                                               | SQL              |        233 |          0 |         13 |        246 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\src\数据库-sql\main_type.sql                                                                  | SQL              |         20 |          0 |          4 |         24 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\abstract.tex                                           | LaTeX            |         10 |          3 |          3 |         16 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\acknowlegements.tex                                    | LaTeX            |          7 |          0 |          5 |         12 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\appendix.tex                                           | LaTeX            |          5 |          0 |          2 |          7 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\conclusion.tex                                         | LaTeX            |          8 |          0 |          6 |         14 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\main.tex                                               | LaTeX            |         23 |         35 |         14 |         72 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\mainbody.tex                                           | LaTeX            |        270 |          1 |         83 |        354 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\preamble.tex                                           | LaTeX            |         68 |         29 |         10 |        107 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\preface.tex                                            | LaTeX            |          4 |          0 |          2 |          6 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\references.tex                                         | LaTeX            |         15 |          2 |          1 |         18 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\1.0\refs.bib                                               | BibTeX           |         42 |          0 |          3 |         45 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\LaTeX-Template\README.md                                                  | Markdown         |          3 |          0 |          4 |          7 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis-bachelor-main\sudathesis-bachelor-main\README.md               | Markdown         |         66 |          0 |         16 |         82 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis-bachelor-main\sudathesis-bachelor-main\src\main.tex            | LaTeX            |        127 |         26 |         44 |        197 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis-bachelor-main\sudathesis-bachelor-main\src\references.bib      | BibTeX           |         15 |          0 |          0 |         15 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\back.json                                                      | JSON             |         88 |          0 |          1 |         89 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\scripts\clean.bat                                              | Batch            |          5 |          0 |          0 |          5 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\scripts\clean.sh                                               | Shell Script     |          3 |          1 |          1 |          5 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\scripts\complie.bat                                            | Batch            |         19 |          0 |          1 |         20 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\scripts\complie.sh                                             | Shell Script     |         15 |          4 |          1 |         20 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\sudathesis.cls                                                 | TeX              |        228 |         69 |         41 |        338 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\sudathesis\test.tex                                                       | LaTeX            |          1 |          0 |          1 |          2 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\abstract.tex                                           | LaTeX            |         10 |          4 |          3 |         17 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\acknowlegements.tex                                    | LaTeX            |          6 |          0 |          1 |          7 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\appendix.tex                                           | LaTeX            |          8 |          0 |          1 |          9 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\conclusion.tex                                         | LaTeX            |          8 |          0 |          3 |         11 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\main.tex                                               | LaTeX            |         23 |         35 |         14 |         72 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\mainbody.tex                                           | LaTeX            |         41 |          0 |          2 |         43 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\preamble.tex                                           | LaTeX            |         25 |         30 |          8 |         63 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\preface.tex                                            | LaTeX            |          2 |          0 |          0 |          2 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\references.tex                                         | LaTeX            |          5 |          0 |          0 |          5 |
| c:\Users\shadowofgost\OneDrive\桌面\Desktop\Documents\ComputerScienceThesis\论文\LatexTemplate\undergraduate-1.01\tex.tex                                                | LaTeX            |         22 |          2 |          1 |         25 |
| Total                                                                                                                                                                |                  |    531,588 |     18,256 |    116,866 |    666,710 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------+------------+------------+------------+------------+
